Ingredient,Quantity,Unit,Category,Recipe,Recipe Category,Recipe Difficulty,Calories,Carbohydrates,Proteins,Fats,Vitamins,Minerals,Dietary Preferences,Dietary Restrictions,Health Goals,Rating,Comments,Ingredient Substitutions,Serving Size,Prep Time (mins),Cook Time (mins)
Rice,95,cups,Grains,Tomato Soup,Soup,Medium,245,27,40,48,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,22,60
Tomato,108,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,196,22,41,44,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,49,82
Spinach,87,slices,Dairy,Rice Pilaf,Snack,Hard,295,12,50,47,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,39,24
Beef,199,grams,Proteins,Beef Stir-Fry,Dinner,Medium,243,15,26,41,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,43,61
Lettuce,115,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,493,13,24,12,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,1,22,97
Potato,140,cups,Grains,Mashed Potatoes,Side Dish,Medium,275,46,13,50,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,2,48,96
Carrot,75,pieces,Vegetables,Carrot Soup,Soup,Medium,487,7,16,6,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,15,49
Onion,161,slices,Vegetables,Onion Rings,Snack,Medium,155,48,44,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,1,44,56
Chicken,195,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,447,40,43,50,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,2,56,15
Broccoli,161,ounces,Vegetables,Broccoli Salad,Lunch,Medium,292,16,35,25,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,13,55
Rice,87,cups,Grains,Tomato Soup,Soup,Medium,486,40,31,21,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,4,54,22
Tomato,138,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,378,35,49,47,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,2,20,41
Spinach,103,slices,Dairy,Rice Pilaf,Snack,Hard,209,32,13,37,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,41,57
Beef,174,grams,Proteins,Beef Stir-Fry,Dinner,Medium,204,31,38,6,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,46,94
Lettuce,153,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,403,16,37,16,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,22,71
Potato,125,cups,Grains,Mashed Potatoes,Side Dish,Medium,202,40,48,45,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,2,21,92
Carrot,70,pieces,Vegetables,Carrot Soup,Soup,Medium,253,5,16,6,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,11,17
Onion,188,slices,Vegetables,Onion Rings,Snack,Medium,131,13,43,15,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,4,58,28
Chicken,185,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,165,14,49,42,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,4,37,47
Broccoli,134,ounces,Vegetables,Broccoli Salad,Lunch,Medium,370,38,19,30,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,45,40
Rice,174,cups,Grains,Tomato Soup,Soup,Medium,489,22,31,14,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,2,28,103
Tomato,126,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,170,40,15,40,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,4,6,92
Spinach,99,slices,Dairy,Rice Pilaf,Snack,Hard,386,7,47,12,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,4,30,61
Beef,105,grams,Proteins,Beef Stir-Fry,Dinner,Medium,198,12,40,26,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,59,78
Lettuce,55,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,235,15,25,27,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,52,105
Potato,141,cups,Grains,Mashed Potatoes,Side Dish,Medium,426,6,21,23,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,26,22
Carrot,76,pieces,Vegetables,Carrot Soup,Soup,Medium,212,42,46,15,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,32,97
Onion,121,slices,Vegetables,Onion Rings,Snack,Medium,382,35,41,35,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,16,100
Chicken,109,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,311,32,32,11,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,59,34
Broccoli,94,ounces,Vegetables,Broccoli Salad,Lunch,Medium,254,37,18,47,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,6,89
Rice,163,cups,Grains,Tomato Soup,Soup,Medium,425,25,39,20,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,43,10
Tomato,87,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,123,45,38,26,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,3,44,44
Spinach,55,slices,Dairy,Rice Pilaf,Snack,Hard,164,30,42,12,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,3,11,104
Beef,98,grams,Proteins,Beef Stir-Fry,Dinner,Medium,117,50,31,18,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,60,95
Lettuce,130,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,416,42,48,35,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,17,30
Potato,184,cups,Grains,Mashed Potatoes,Side Dish,Medium,127,10,16,35,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,2,48,63
Carrot,147,pieces,Vegetables,Carrot Soup,Soup,Medium,201,24,16,36,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,34,78
Onion,99,slices,Vegetables,Onion Rings,Snack,Medium,121,8,14,21,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,2,27,32
Chicken,175,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,175,12,48,20,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,52,83
Broccoli,59,ounces,Vegetables,Broccoli Salad,Lunch,Medium,487,6,44,37,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,1,43,70
Rice,174,cups,Grains,Tomato Soup,Soup,Medium,358,24,10,17,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,2,45,108
Tomato,152,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,246,47,28,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,3,47,25
Spinach,66,slices,Dairy,Rice Pilaf,Snack,Hard,106,49,50,13,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,50,32
Beef,178,grams,Proteins,Beef Stir-Fry,Dinner,Medium,287,44,46,47,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,13,91
Lettuce,168,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,466,18,22,9,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,3,26,75
Potato,94,cups,Grains,Mashed Potatoes,Side Dish,Medium,203,5,23,13,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,26,16
Carrot,104,pieces,Vegetables,Carrot Soup,Soup,Medium,349,47,11,27,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,1,32,36
Onion,91,slices,Vegetables,Onion Rings,Snack,Medium,470,26,13,17,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,28,117
Chicken,86,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,466,23,15,24,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,55,82
Broccoli,139,ounces,Vegetables,Broccoli Salad,Lunch,Medium,191,30,45,9,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,54,87
Rice,58,cups,Grains,Tomato Soup,Soup,Medium,101,16,31,40,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,19,117
Tomato,59,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,258,46,21,8,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,47,44
Spinach,97,slices,Dairy,Rice Pilaf,Snack,Hard,317,42,44,7,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,13,70
Beef,116,grams,Proteins,Beef Stir-Fry,Dinner,Medium,163,44,30,26,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,2,25,36
Lettuce,80,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,393,41,48,18,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,2,32,74
Potato,126,cups,Grains,Mashed Potatoes,Side Dish,Medium,449,40,27,7,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,2,53,117
Carrot,84,pieces,Vegetables,Carrot Soup,Soup,Medium,347,43,25,19,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,2,49,120
Onion,190,slices,Vegetables,Onion Rings,Snack,Medium,494,5,6,43,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,39,110
Chicken,194,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,375,32,8,21,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,4,45,106
Broccoli,168,ounces,Vegetables,Broccoli Salad,Lunch,Medium,489,43,13,10,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,2,40,58
Rice,188,cups,Grains,Tomato Soup,Soup,Medium,366,5,28,43,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,38,88
Tomato,98,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,366,50,15,45,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,4,56,32
Spinach,159,slices,Dairy,Rice Pilaf,Snack,Hard,420,11,5,23,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,4,11,46
Beef,140,grams,Proteins,Beef Stir-Fry,Dinner,Medium,110,14,14,35,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,4,37,98
Lettuce,109,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,280,6,6,16,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,15,70
Potato,196,cups,Grains,Mashed Potatoes,Side Dish,Medium,418,7,25,19,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,42,32
Carrot,157,pieces,Vegetables,Carrot Soup,Soup,Medium,410,38,42,33,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,4,47,63
Onion,108,slices,Vegetables,Onion Rings,Snack,Medium,385,39,34,24,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,2,31,103
Chicken,122,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,205,23,33,7,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,27,116
Broccoli,192,ounces,Vegetables,Broccoli Salad,Lunch,Medium,391,24,17,10,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,1,40,25
Rice,190,cups,Grains,Tomato Soup,Soup,Medium,222,25,10,36,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,6,61
Tomato,145,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,104,21,36,41,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,1,11,77
Spinach,167,slices,Dairy,Rice Pilaf,Snack,Hard,140,28,22,47,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,14,16
Beef,121,grams,Proteins,Beef Stir-Fry,Dinner,Medium,182,42,30,20,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,23,35
Lettuce,127,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,214,45,48,28,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,36,67
Potato,120,cups,Grains,Mashed Potatoes,Side Dish,Medium,481,49,37,18,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,46,69
Carrot,104,pieces,Vegetables,Carrot Soup,Soup,Medium,140,22,38,17,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,3,45,18
Onion,149,slices,Vegetables,Onion Rings,Snack,Medium,116,45,26,49,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,52,97
Chicken,175,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,441,22,19,31,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,44,54
Broccoli,154,ounces,Vegetables,Broccoli Salad,Lunch,Medium,198,46,35,26,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,2,10,118
Rice,85,cups,Grains,Tomato Soup,Soup,Medium,197,38,46,9,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,36,101
Tomato,192,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,157,9,50,44,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,2,19,18
Spinach,190,slices,Dairy,Rice Pilaf,Snack,Hard,117,46,14,46,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,3,52,54
Beef,93,grams,Proteins,Beef Stir-Fry,Dinner,Medium,226,20,37,8,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,16,28
Lettuce,59,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,304,17,15,46,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,21,47
Potato,199,cups,Grains,Mashed Potatoes,Side Dish,Medium,194,24,37,18,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,47,90
Carrot,173,pieces,Vegetables,Carrot Soup,Soup,Medium,267,30,38,7,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,1,11,25
Onion,103,slices,Vegetables,Onion Rings,Snack,Medium,133,24,12,23,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,4,45,107
Chicken,122,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,183,29,35,38,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,14,51
Broccoli,85,ounces,Vegetables,Broccoli Salad,Lunch,Medium,418,26,5,47,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,20,19
Rice,173,cups,Grains,Tomato Soup,Soup,Medium,378,48,16,35,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,2,15,83
Tomato,114,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,413,44,46,50,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,4,11,39
Spinach,125,slices,Dairy,Rice Pilaf,Snack,Hard,181,12,5,49,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,9,43
Beef,50,grams,Proteins,Beef Stir-Fry,Dinner,Medium,126,33,13,28,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,60,31
Lettuce,69,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,142,6,48,17,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,3,32,73
Potato,160,cups,Grains,Mashed Potatoes,Side Dish,Medium,419,39,49,36,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,38,45
Carrot,144,pieces,Vegetables,Carrot Soup,Soup,Medium,101,29,45,49,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,4,16,72
Onion,186,slices,Vegetables,Onion Rings,Snack,Medium,109,25,25,49,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,15,105
Chicken,153,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,385,31,39,18,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,47,65
Broccoli,62,ounces,Vegetables,Broccoli Salad,Lunch,Medium,181,40,8,20,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,1,27,36
Rice,97,cups,Grains,Tomato Soup,Soup,Medium,451,6,9,11,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,45,120
Tomato,123,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,176,12,41,35,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,25,12
Spinach,177,slices,Dairy,Rice Pilaf,Snack,Hard,392,38,21,19,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,16,28
Beef,89,grams,Proteins,Beef Stir-Fry,Dinner,Medium,322,45,39,23,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,4,43,40
Lettuce,127,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,421,43,30,32,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,2,40,95
Potato,107,cups,Grains,Mashed Potatoes,Side Dish,Medium,148,19,24,38,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,4,12,120
Carrot,80,pieces,Vegetables,Carrot Soup,Soup,Medium,254,48,48,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,48,38
Onion,67,slices,Vegetables,Onion Rings,Snack,Medium,393,27,29,15,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,17,14
Chicken,80,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,427,31,17,29,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,55,17
Broccoli,144,ounces,Vegetables,Broccoli Salad,Lunch,Medium,297,33,8,10,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,46,14
Rice,60,cups,Grains,Tomato Soup,Soup,Medium,456,17,38,10,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,38,95
Tomato,183,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,292,40,28,35,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,3,28,62
Spinach,200,slices,Dairy,Rice Pilaf,Snack,Hard,314,37,27,30,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,12,35
Beef,123,grams,Proteins,Beef Stir-Fry,Dinner,Medium,261,47,39,50,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,41,56
Lettuce,71,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,486,20,21,20,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,2,36,86
Potato,139,cups,Grains,Mashed Potatoes,Side Dish,Medium,428,5,35,33,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,23,65
Carrot,67,pieces,Vegetables,Carrot Soup,Soup,Medium,421,7,10,49,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,1,39,64
Onion,82,slices,Vegetables,Onion Rings,Snack,Medium,484,26,49,45,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,35,86
Chicken,148,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,375,38,46,23,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,4,44,51
Broccoli,192,ounces,Vegetables,Broccoli Salad,Lunch,Medium,170,17,49,27,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,41,10
Rice,162,cups,Grains,Tomato Soup,Soup,Medium,344,20,47,9,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,49,65
Tomato,196,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,322,15,36,27,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,52,84
Spinach,175,slices,Dairy,Rice Pilaf,Snack,Hard,310,45,50,23,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,41,88
Beef,185,grams,Proteins,Beef Stir-Fry,Dinner,Medium,213,31,47,9,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,4,9,10
Lettuce,94,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,379,25,40,9,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,5,33
Potato,119,cups,Grains,Mashed Potatoes,Side Dish,Medium,412,38,50,49,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,40,68
Carrot,77,pieces,Vegetables,Carrot Soup,Soup,Medium,123,17,24,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,25,35
Onion,97,slices,Vegetables,Onion Rings,Snack,Medium,465,27,8,47,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,53,84
Chicken,88,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,315,45,16,8,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,1,5,31
Broccoli,192,ounces,Vegetables,Broccoli Salad,Lunch,Medium,151,32,41,44,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,2,34,36
Rice,115,cups,Grains,Tomato Soup,Soup,Medium,267,11,11,40,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,15,91
Tomato,83,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,167,40,29,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,54,109
Spinach,61,slices,Dairy,Rice Pilaf,Snack,Hard,374,13,32,11,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,44,28
Beef,135,grams,Proteins,Beef Stir-Fry,Dinner,Medium,453,26,48,47,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,3,31,69
Lettuce,198,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,438,39,48,21,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,12,57
Potato,55,cups,Grains,Mashed Potatoes,Side Dish,Medium,176,28,11,40,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,32,55
Carrot,78,pieces,Vegetables,Carrot Soup,Soup,Medium,262,24,17,5,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,37,67
Onion,135,slices,Vegetables,Onion Rings,Snack,Medium,140,38,8,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,39,46
Chicken,138,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,367,25,15,15,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,47,81
Broccoli,103,ounces,Vegetables,Broccoli Salad,Lunch,Medium,206,47,44,13,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,59,68
Rice,175,cups,Grains,Tomato Soup,Soup,Medium,382,16,12,42,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,1,56,95
Tomato,141,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,200,38,49,28,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,10,51
Spinach,158,slices,Dairy,Rice Pilaf,Snack,Hard,398,16,23,45,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,46,35
Beef,127,grams,Proteins,Beef Stir-Fry,Dinner,Medium,183,22,24,40,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,8,22
